Gene stable ID	NCBI gene ID
ENSDARG00000069431	5172
ENSDARG00000042620	119391
ENSDARG00000045190	9023
ENSDARG00000076283	6634
ENSDARG00000040261	860
ENSDARG00000014954	257364
ENSDARG00000013694	100526772
ENSDARG00000013694	375346
ENSDARG00000088844	10522
ENSDARG00000051957	140606
ENSDARG00000079840	3778
ENSDARG00000045131	3400
ENSDARG00000056722	83692
ENSDARG00000096975	136242
ENSDARG00000096975	29122
ENSDARG00000028119	6612
ENSDARG00000039350	6742
ENSDARG00000115766	3010
ENSDARG00000088899	57148
ENSDARG00000100954	7453
ENSDARG00000045401	8028
ENSDARG00000016858	4092
ENSDARG00000068989	2554
ENSDARG00000104277	152330
ENSDARG00000018004	1482
ENSDARG00000061414	84464
ENSDARG00000102055	3032
ENSDARG00000078973	54963
ENSDARG00000004789	53353
ENSDARG00000009218	92935
ENSDARG00000069101	63908
ENSDARG00000073743	51312
ENSDARG00000091187	51720
ENSDARG00000055970	1803
ENSDARG00000078986	136647
ENSDARG00000033382	402635
ENSDARG00000063030	23184
ENSDARG00000034897	6204
ENSDARG00000034897	100529239
ENSDARG00000011672	7869
ENSDARG00000098929	56154
ENSDARG00000017874	285126
ENSDARG00000092327	163033
ENSDARG00000074166	57448
ENSDARG00000041703	6238
ENSDARG00000089156	1960
ENSDARG00000013079	10844
ENSDARG00000103155	2131
ENSDARG00000093349	259197
ENSDARG00000059424	200312
ENSDARG00000028581	51528
ENSDARG00000071462	3909
ENSDARG00000087084	165140
ENSDARG00000088505	222826
ENSDARG00000088505	63939
ENSDARG00000079414	124925
ENSDARG00000077011	54887
ENSDARG00000074031	22868
ENSDARG00000009281	1759
ENSDARG00000035415	5734
ENSDARG00000035918	28969
ENSDARG00000074895	219743
ENSDARG00000007807	9265
ENSDARG00000098021	163033
ENSDARG00000056801	51684
ENSDARG00000008238	4126
ENSDARG00000041223	65990
ENSDARG00000042128	29993
ENSDARG00000069507	155368
ENSDARG00000019950	79800
ENSDARG00000099458	9879
ENSDARG00000006288	11107
ENSDARG00000009871	6631
ENSDARG00000025340	11334
ENSDARG00000078512	31
ENSDARG00000087782	220441
ENSDARG00000002732	10417
ENSDARG00000086324	57415
ENSDARG00000075733	7791
ENSDARG00000079570	340419
ENSDARG00000011146	7381
ENSDARG00000091801	5271
ENSDARG00000087941	5151
ENSDARG00000035556	6197
ENSDARG00000059236	5734
ENSDARG00000090654	2580
ENSDARG00000077481	100287520
ENSDARG00000037091	427
ENSDARG00000099747	114884
ENSDARG00000104431	6507
ENSDARG00000043287	60673
ENSDARG00000058553	6697
ENSDARG00000037002	64782
ENSDARG00000114894	163033
ENSDARG00000063224	11249
ENSDARG00000077567	23357
ENSDARG00000076838	5004
ENSDARG00000076838	5005
ENSDARG00000075165	376940
ENSDARG00000093389	54535
ENSDARG00000093622	147841
ENSDARG00000104555	10044
ENSDARG00000041348	1588
ENSDARG00000035679	5683
ENSDARG00000091029	8929
ENSDARG00000114670	11065
ENSDARG00000054026	389125
ENSDARG00000011239	94274
ENSDARG00000054907	9167
ENSDARG00000090568	122704
ENSDARG00000076376	84286
ENSDARG00000098589	1528
ENSDARG00000102908	3603
ENSDARG00000075129	64963
ENSDARG00000104359	301
ENSDARG00000003615	1811
ENSDARG00000075936	57794
ENSDARG00000098874	23233
ENSDARG00000059298	28972
ENSDARG00000056892	51678
ENSDARG00000055518	5837
ENSDARG00000069171	23151
ENSDARG00000098809	9892
ENSDARG00000096433	9475
ENSDARG00000060983	114826
ENSDARG00000011825	1070
ENSDARG00000100747	2978
ENSDARG00000096234	6863
ENSDARG00000071192	2697
ENSDARG00000011602	57482
ENSDARG00000055591	51268
ENSDARG00000011235	5015
ENSDARG00000013813	203259
ENSDARG00000052578	431705
ENSDARG00000041252	50628
ENSDARG00000089327	56253
ENSDARG00000004451	8795
ENSDARG00000004451	943
ENSDARG00000004451	8794
ENSDARG00000004451	8793
ENSDARG00000004451	8797
ENSDARG00000005786	9647
ENSDARG00000043093	219972
ENSDARG00000103542	7422
ENSDARG00000094469	7644
ENSDARG00000094469	140690
ENSDARG00000094469	162968
ENSDARG00000025467	26574
ENSDARG00000031774	54517
ENSDARG00000069011	64787
ENSDARG00000051879	6833
ENSDARG00000013025	541466
ENSDARG00000013025	441519
ENSDARG00000013025	102723631
ENSDARG00000013025	441521
ENSDARG00000013025	541465
ENSDARG00000013025	728911
ENSDARG00000013025	101060211
ENSDARG00000013025	102723737
ENSDARG00000013025	102723680
ENSDARG00000013025	55511
ENSDARG00000002840	491
ENSDARG00000070284	84826
ENSDARG00000102067	2915
ENSDARG00000102027	163033
ENSDARG00000026024	158747
ENSDARG00000042670	58513
ENSDARG00000052988	2829
ENSDARG00000077038	55193
ENSDARG00000100214	163033
ENSDARG00000071088	84873
ENSDARG00000031709	4298
ENSDARG00000098235	79913
ENSDARG00000088709	388121
ENSDARG00000002332	122786
ENSDARG00000021794	3161
ENSDARG00000027285	3754
ENSDARG00000058318	387911
ENSDARG00000058318	338872
ENSDARG00000037062	3549
ENSDARG00000036940	1514
ENSDARG00000111997	64106
ENSDARG00000042845	5020
ENSDARG00000042845	551
ENSDARG00000074989	8404
ENSDARG00000074030	4661
ENSDARG00000039378	5955
ENSDARG00000033361	435
ENSDARG00000068438	83606
ENSDARG00000052124	84680
ENSDARG00000007715	51557
ENSDARG00000061841	25976
ENSDARG00000008548	94134
ENSDARG00000021869	10231
ENSDARG00000073923	90956
ENSDARG00000040700	4664
ENSDARG00000055477	53918
ENSDARG00000016649	246181
ENSDARG00000053956	6712
ENSDARG00000038792	136259
ENSDARG00000071113	129446
ENSDARG00000041619	10399
ENSDARG00000075508	3010
ENSDARG00000102796	9710
ENSDARG00000074985	54998
ENSDARG00000063133	57282
ENSDARG00000024827	57484
ENSDARG00000101364	140870
ENSDARG00000101364	100526773
ENSDARG00000101364	57119
ENSDARG00000101364	90199
ENSDARG00000101364	391253
ENSDARG00000101364	6692
ENSDARG00000060978	489
ENSDARG00000100315	6564
ENSDARG00000060238	55075
ENSDARG00000009477	5576
ENSDARG00000041203	10589
ENSDARG00000077650	8658
ENSDARG00000019503	131870
ENSDARG00000103972	1059
ENSDARG00000022996	54967
ENSDARG00000070021	64816
ENSDARG00000042509	51031
ENSDARG00000009689	23002
ENSDARG00000015222	79872
ENSDARG00000020046	196
ENSDARG00000031150	57733
ENSDARG00000051735	3010
ENSDARG00000004406	6697
ENSDARG00000012726	254228
ENSDARG00000113250	134553
ENSDARG00000040732	1993
ENSDARG00000042126	79767
ENSDARG00000115266	55272
ENSDARG00000068894	8204
ENSDARG00000078733	54805
ENSDARG00000055791	6520
ENSDARG00000032808	23424
ENSDARG00000056262	80723
ENSDARG00000006409	6300
ENSDARG00000030215	4146
ENSDARG00000026871	7345
ENSDARG00000009901	92745
ENSDARG00000067831	219793
ENSDARG00000090512	81603
ENSDARG00000078593	23078
ENSDARG00000102144	399818
ENSDARG00000079818	113510
ENSDARG00000103609	142678
ENSDARG00000101994	1059
ENSDARG00000036818	8372
ENSDARG00000008388	4323
ENSDARG00000059475	57662
ENSDARG00000035558	2874
ENSDARG00000028971	53981
ENSDARG00000090768	7784
ENSDARG00000090768	22932
ENSDARG00000087107	200373
ENSDARG00000043797	988
ENSDARG00000111170	395
ENSDARG00000036542	5316
ENSDARG00000022768	54994
ENSDARG00000058502	55301
ENSDARG00000045006	5793
ENSDARG00000053753	56947
ENSDARG00000101660	54221
ENSDARG00000077606	340075
ENSDARG00000023958	51255
ENSDARG00000113766	30819
ENSDARG00000106258	137868
ENSDARG00000005246	51130
ENSDARG00000005246	100302652
ENSDARG00000077559	135112
ENSDARG00000096389	6659
ENSDARG00000044861	5956
ENSDARG00000044861	2652
ENSDARG00000044861	728458
ENSDARG00000044861	101060233
ENSDARG00000022378	8776
ENSDARG00000003398	3516
ENSDARG00000068557	3361
ENSDARG00000015649	57826
ENSDARG00000060933	80115
ENSDARG00000076526	54433
ENSDARG00000062237	9054
ENSDARG00000093799	26040
ENSDARG00000053820	55251
ENSDARG00000101150	401409
ENSDARG00000044982	9249
ENSDARG00000040582	285315
ENSDARG00000021408	143888
ENSDARG00000060303	57282
ENSDARG00000017235	1984
ENSDARG00000070584	53405
ENSDARG00000003311	80025
ENSDARG00000009074	84869
ENSDARG00000076508	2918
ENSDARG00000032199	2719
ENSDARG00000000779	23256
ENSDARG00000026892	253635
ENSDARG00000110032	389432
ENSDARG00000017173	90933
ENSDARG00000017173	84851
ENSDARG00000038099	51527
ENSDARG00000104441	27129
ENSDARG00000102808	125972
ENSDARG00000014927	7349
ENSDARG00000089086	389125
ENSDARG00000061437	22876
ENSDARG00000061830	8492
ENSDARG00000104170	388569
ENSDARG00000008398	775
ENSDARG00000057426	221443
ENSDARG00000014287	2026
ENSDARG00000008637	4547
ENSDARG00000087962	79657
ENSDARG00000095925	3949
ENSDARG00000063375	9317
ENSDARG00000104567	5927
ENSDARG00000009942	990
ENSDARG00000102464	81029
ENSDARG00000112581	84910
ENSDARG00000092507	163033
ENSDARG00000098909	53358
ENSDARG00000032637	3010
ENSDARG00000115627	2768
ENSDARG00000004594	168850
ENSDARG00000078087	26507
ENSDARG00000078485	9751
ENSDARG00000070929	8403
ENSDARG00000035665	1514
ENSDARG00000042656	51299
ENSDARG00000088143	57715
ENSDARG00000020354	3975
ENSDARG00000021974	119392
ENSDARG00000075226	4089
ENSDARG00000001686	54963
ENSDARG00000054319	5019
ENSDARG00000002831	1286
ENSDARG00000061292	51050
ENSDARG00000057138	27299
ENSDARG00000057138	8756
ENSDARG00000098824	64405
ENSDARG00000002771	57835
ENSDARG00000016231	55973
ENSDARG00000037403	3312
ENSDARG00000044781	25825
ENSDARG00000116986	7367
ENSDARG00000116986	7366
ENSDARG00000116986	7365
ENSDARG00000116986	79799
ENSDARG00000116986	7364
ENSDARG00000102145	84318
ENSDARG00000059933	8613
ENSDARG00000111491	4239
ENSDARG00000002167	782
ENSDARG00000075212	441061
ENSDARG00000069430	9537
ENSDARG00000088225	55437
ENSDARG00000036558	80781
ENSDARG00000069113	1627
ENSDARG00000102252	9736
ENSDARG00000038941	151242
ENSDARG00000101452	56241
ENSDARG00000004517	5471
ENSDARG00000087916	339453
ENSDARG00000045519	57713
ENSDARG00000061371	1016
ENSDARG00000101999	83548
ENSDARG00000103792	150221
ENSDARG00000059883	51393
ENSDARG00000099470	727897
ENSDARG00000076768	9185
ENSDARG00000032469	272
ENSDARG00000044813	26276
ENSDARG00000018716	160851
ENSDARG00000041926	1742
ENSDARG00000101081	10076
ENSDARG00000076667	900
ENSDARG00000078494	140766
ENSDARG00000044074	4017
ENSDARG00000012896	3730
ENSDARG00000041908	10713
ENSDARG00000088985	84727
ENSDARG00000002816	5924
ENSDARG00000075898	55812
ENSDARG00000100181	3916
ENSDARG00000058372	79648
ENSDARG00000115903	84623
ENSDARG00000109233	27302
ENSDARG00000018281	161502
ENSDARG00000059510	27235
ENSDARG00000055290	219972
ENSDARG00000005139	57467
ENSDARG00000060596	5562
ENSDARG00000018272	55339
ENSDARG00000099927	8193
ENSDARG00000086309	27248
ENSDARG00000090783	4239
ENSDARG00000021812	10523
ENSDARG00000100331	644538
ENSDARG00000100331	644596
ENSDARG00000100331	399668
ENSDARG00000104282	1630
ENSDARG00000031533	55745
ENSDARG00000099353	10165
ENSDARG00000007241	4609
ENSDARG00000071271	29901
ENSDARG00000017710	94274
ENSDARG00000102412	10455
ENSDARG00000035987	56984
ENSDARG00000074212	125206
ENSDARG00000056638	8544
ENSDARG00000003749	5423
ENSDARG00000100531	84836
ENSDARG00000042129	7784
ENSDARG00000042129	22932
ENSDARG00000003869	1666
ENSDARG00000025012	7167
ENSDARG00000019406	83638
ENSDARG00000071501	9394
ENSDARG00000090072	200634
ENSDARG00000020679	8192
ENSDARG00000052656	23601
ENSDARG00000041589	113622
ENSDARG00000044319	23105
ENSDARG00000076620	79575
ENSDARG00000029234	134957
ENSDARG00000045074	379
ENSDARG00000093773	11277
ENSDARG00000060594	3030
ENSDARG00000105011	9488
ENSDARG00000071881	132946
ENSDARG00000022944	11319
ENSDARG00000008235	10466
ENSDARG00000091247	10667
ENSDARG00000069260	9985
ENSDARG00000088366	128
ENSDARG00000088366	127
ENSDARG00000088366	130
ENSDARG00000088366	124
ENSDARG00000088366	126
ENSDARG00000088366	125
ENSDARG00000088366	131
ENSDARG00000040156	2914
ENSDARG00000011615	4607
ENSDARG00000012040	25897
ENSDARG00000100718	4200
ENSDARG00000060394	113115
ENSDARG00000045695	4609
ENSDARG00000039757	90411
ENSDARG00000102071	283600
ENSDARG00000002355	23729
ENSDARG00000086838	3673
ENSDARG00000098211	7486
ENSDARG00000069342	136259
ENSDARG00000032865	29993
ENSDARG00000005690	79085
ENSDARG00000014531	115201
ENSDARG00000022995	25932
ENSDARG00000042873	9481
ENSDARG00000099004	1827
ENSDARG00000100562	9672
ENSDARG00000067606	81492
ENSDARG00000067606	345895
ENSDARG00000001971	115908
ENSDARG00000062341	7466
ENSDARG00000009315	1047
ENSDARG00000062892	2304
ENSDARG00000098588	2644
ENSDARG00000059244	23647
ENSDARG00000098424	116412
ENSDARG00000098424	201514
ENSDARG00000039229	84131
ENSDARG00000063568	9066
ENSDARG00000110614	7367
ENSDARG00000110614	7366
ENSDARG00000110614	7365
ENSDARG00000110614	79799
ENSDARG00000110614	7364
ENSDARG00000099590	1059
ENSDARG00000023967	528
ENSDARG00000041734	221322
ENSDARG00000032630	4703
ENSDARG00000077167	4828
ENSDARG00000090041	2149
ENSDARG00000040121	5683
ENSDARG00000012505	11338
ENSDARG00000055076	56001
ENSDARG00000055076	728343
ENSDARG00000014004	8890
ENSDARG00000103507	10443
ENSDARG00000070479	27075
ENSDARG00000101175	90550
ENSDARG00000057263	5271
ENSDARG00000100553	26065
ENSDARG00000054137	57211
ENSDARG00000057983	136306
ENSDARG00000060631	84253
ENSDARG00000075264	220108
ENSDARG00000035132	5998
ENSDARG00000059616	9956
ENSDARG00000021808	9397
ENSDARG00000062114	11044
ENSDARG00000020085	9197
ENSDARG00000010155	10006
ENSDARG00000053460	4583
ENSDARG00000011404	2237
ENSDARG00000099562	129530
ENSDARG00000099562	254773
ENSDARG00000076265	57719
ENSDARG00000039265	393
ENSDARG00000097648	399947
ENSDARG00000077853	83887
ENSDARG00000038422	9583
ENSDARG00000071558	54751
ENSDARG00000101578	1874
ENSDARG00000101104	374393
ENSDARG00000101104	63901
ENSDARG00000075369	4690
ENSDARG00000015050	805
ENSDARG00000075834	163033
ENSDARG00000100958	23072
ENSDARG00000079472	2151
ENSDARG00000021866	11045
ENSDARG00000018008	130752
ENSDARG00000038683	4239
ENSDARG00000012403	375748
ENSDARG00000100821	83482
ENSDARG00000090945	23601
ENSDARG00000074848	79086
ENSDARG00000098144	440519
ENSDARG00000098144	171392
ENSDARG00000005468	26145
ENSDARG00000101512	56255
ENSDARG00000089361	140870
ENSDARG00000089361	100526773
ENSDARG00000089361	57119
ENSDARG00000089361	90199
ENSDARG00000089361	391253
ENSDARG00000089361	6692
ENSDARG00000059163	5949
ENSDARG00000061472	57704
ENSDARG00000101706	8048
ENSDARG00000003974	339745
ENSDARG00000100971	53826
ENSDARG00000115463	220074
ENSDARG00000026482	94134
ENSDARG00000055737	7337
ENSDARG00000007065	28973
ENSDARG00000061052	25836
ENSDARG00000057352	123096
ENSDARG00000040036	6941
ENSDARG00000087227	170392
ENSDARG00000103046	5978
ENSDARG00000098311	7580
ENSDARG00000111916	79685
ENSDARG00000020822	64792
ENSDARG00000040527	54414
ENSDARG00000017211	5364
ENSDARG00000055638	341405
ENSDARG00000070843	1820
ENSDARG00000104940	84191
ENSDARG00000004748	136242
ENSDARG00000004748	29122
ENSDARG00000037873	64816
ENSDARG00000057598	6285
ENSDARG00000032535	11230
ENSDARG00000074996	84897
ENSDARG00000067676	5334
ENSDARG00000073724	79671
ENSDARG00000060152	27112
ENSDARG00000090564	57595
ENSDARG00000090524	2151
ENSDARG00000006545	9827
ENSDARG00000103453	7542
ENSDARG00000056214	2797
ENSDARG00000057184	79020
ENSDARG00000027978	7528
ENSDARG00000057323	79733
ENSDARG00000022183	9446
ENSDARG00000104260	57462
ENSDARG00000060875	5136
ENSDARG00000077513	5509
ENSDARG00000008784	8899
ENSDARG00000037097	6542
ENSDARG00000037998	10211
ENSDARG00000005595	79747
ENSDARG00000099741	93343
ENSDARG00000076529	4330
ENSDARG00000096586	4239
ENSDARG00000055470	8881
ENSDARG00000062956	747
ENSDARG00000039569	2016
ENSDARG00000060123	5793
ENSDARG00000040707	131474
ENSDARG00000114783	163033
ENSDARG00000101366	2825
ENSDARG00000086998	4837
ENSDARG00000041493	79711
ENSDARG00000033440	23173
ENSDARG00000034700	7422
ENSDARG00000105430	3010
ENSDARG00000025977	642
ENSDARG00000060879	9154
ENSDARG00000013078	7529
ENSDARG00000019345	4140
ENSDARG00000042948	80331
ENSDARG00000052374	23197
ENSDARG00000102020	80339
ENSDARG00000102865	138199
ENSDARG00000078016	23220
ENSDARG00000069501	83451
ENSDARG00000028118	1826
ENSDARG00000039150	5641
ENSDARG00000027586	8940
ENSDARG00000023214	81532
ENSDARG00000056515	80176
ENSDARG00000003641	10342
ENSDARG00000037708	5394
ENSDARG00000105418	8350
ENSDARG00000105418	8358
ENSDARG00000105418	8352
ENSDARG00000036678	93587
ENSDARG00000055314	79892
ENSDARG00000069301	80775
ENSDARG00000004296	259
ENSDARG00000079783	3669
ENSDARG00000024744	1804
ENSDARG00000089486	594855
ENSDARG00000028586	64582
ENSDARG00000101567	2978
ENSDARG00000060695	23567
ENSDARG00000016908	7784
ENSDARG00000016908	22932
ENSDARG00000105208	53345
ENSDARG00000098537	84690
ENSDARG00000038593	343637
ENSDARG00000102900	6869
ENSDARG00000025826	2768
ENSDARG00000076437	644100
ENSDARG00000020509	6715
ENSDARG00000104682	7169
ENSDARG00000059832	577
ENSDARG00000105179	51564
ENSDARG00000077205	163033
ENSDARG00000012513	27111
ENSDARG00000099399	7069
ENSDARG00000104569	93432
ENSDARG00000103019	2939
ENSDARG00000103019	2938
ENSDARG00000103019	221357
ENSDARG00000103019	2940
ENSDARG00000103019	2941
ENSDARG00000056978	3954
ENSDARG00000098907	23172
ENSDARG00000074023	5937
ENSDARG00000075916	7644
ENSDARG00000075916	140690
ENSDARG00000075916	162968
ENSDARG00000103124	341880
ENSDARG00000031048	2935
ENSDARG00000053950	55957
ENSDARG00000054690	9356
ENSDARG00000054690	387775
ENSDARG00000054690	283238
ENSDARG00000054690	387601
ENSDARG00000054690	114571
ENSDARG00000054690	6580
ENSDARG00000054690	6581
ENSDARG00000056386	117531
ENSDARG00000102115	4718
ENSDARG00000102115	100532726
ENSDARG00000112637	3730
ENSDARG00000077504	3010
ENSDARG00000027807	2444
ENSDARG00000036811	7866
ENSDARG00000062904	3425
ENSDARG00000077304	2078
ENSDARG00000038243	1877
ENSDARG00000055054	283149
ENSDARG00000014969	56172
ENSDARG00000061439	7367
ENSDARG00000061439	7366
ENSDARG00000061439	7365
ENSDARG00000061439	79799
ENSDARG00000061439	7364
ENSDARG00000096519	5949
ENSDARG00000014929	5032
ENSDARG00000095859	5727
ENSDARG00000023868	11214
ENSDARG00000078419	27145
ENSDARG00000015059	23002
ENSDARG00000005861	57186
ENSDARG00000074170	26272
ENSDARG00000088402	80183
ENSDARG00000063416	5796
ENSDARG00000102956	64386
ENSDARG00000058563	22888
ENSDARG00000057698	1509
ENSDARG00000006240	376497
ENSDARG00000097323	285368
ENSDARG00000063254	91300
ENSDARG00000079823	92259
ENSDARG00000016396	203259
ENSDARG00000042555	54808
ENSDARG00000069265	4148
ENSDARG00000036863	4642
ENSDARG00000094901	89845
ENSDARG00000078657	643988
ENSDARG00000074633	2859
ENSDARG00000028546	4719
ENSDARG00000010411	29924
ENSDARG00000076371	357
ENSDARG00000006477	84301
ENSDARG00000017162	3797
ENSDARG00000032820	122042
ENSDARG00000036175	5097
ENSDARG00000088227	81615
ENSDARG00000100294	163033
ENSDARG00000041644	57393
ENSDARG00000005454	10460
ENSDARG00000069269	57539
ENSDARG00000018149	55089
ENSDARG00000041699	440822
ENSDARG00000005216	1953
ENSDARG00000104995	7367
ENSDARG00000104995	7366
ENSDARG00000104995	7365
ENSDARG00000104995	79799
ENSDARG00000104995	7364
ENSDARG00000056346	9744
ENSDARG00000040439	51187
ENSDARG00000062618	3768
ENSDARG00000062618	100134444
ENSDARG00000099217	50700
ENSDARG00000035533	6869
ENSDARG00000007744	55720
ENSDARG00000095603	392862
ENSDARG00000094730	414149
ENSDARG00000045517	80760
ENSDARG00000078902	9699
ENSDARG00000061351	7980
ENSDARG00000005800	272
ENSDARG00000007795	1471
ENSDARG00000090872	136288
ENSDARG00000088100	80333
ENSDARG00000037307	10007
ENSDARG00000075501	441549
ENSDARG00000006290	4725
ENSDARG00000098420	6640
ENSDARG00000018968	91
ENSDARG00000029639	9868
ENSDARG00000116802	339345
ENSDARG00000099032	51778
ENSDARG00000090035	65078
ENSDARG00000102114	9791
ENSDARG00000103350	8805
ENSDARG00000069498	5260
ENSDARG00000079848	8833
ENSDARG00000060992	27079
ENSDARG00000022437	975
ENSDARG00000060280	5152
ENSDARG00000014517	8078
ENSDARG00000096927	285966
ENSDARG00000096927	9747
ENSDARG00000075292	51168
ENSDARG00000079312	58508
ENSDARG00000058746	51271
ENSDARG00000041362	91782
ENSDARG00000003961	10039
ENSDARG00000063003	54890
ENSDARG00000059689	153364
ENSDARG00000093420	1385
ENSDARG00000020178	4857
ENSDARG00000098237	84467
ENSDARG00000038445	56907
ENSDARG00000076560	322
ENSDARG00000017180	4864
ENSDARG00000055868	26156
ENSDARG00000027141	7332
ENSDARG00000060702	10886
ENSDARG00000033655	3925
ENSDARG00000068507	1414
ENSDARG00000098955	85464
ENSDARG00000040946	10215
ENSDARG00000078127	84461
ENSDARG00000016404	5727
ENSDARG00000016479	7367
ENSDARG00000016479	7366
ENSDARG00000016479	7365
ENSDARG00000016479	79799
ENSDARG00000016479	7364
ENSDARG00000015876	4861
ENSDARG00000062974	3673
ENSDARG00000010601	54893
ENSDARG00000009806	25996
ENSDARG00000102341	79783
ENSDARG00000109770	3796
ENSDARG00000024865	1826
ENSDARG00000094380	23140
ENSDARG00000000666	200407
ENSDARG00000014690	6191
ENSDARG00000014690	140032
ENSDARG00000102858	259197
ENSDARG00000078256	728361
ENSDARG00000078256	55311
ENSDARG00000078256	342933
ENSDARG00000078256	649137
ENSDARG00000078256	79149
ENSDARG00000052089	886
ENSDARG00000063307	9905
ENSDARG00000043799	114818
ENSDARG00000087793	90313
ENSDARG00000040157	55830
ENSDARG00000088367	163033
ENSDARG00000057688	130026
ENSDARG00000001857	27125
ENSDARG00000001969	55787
ENSDARG00000088036	65998
ENSDARG00000037555	84913
ENSDARG00000004877	9475
ENSDARG00000039931	84275
ENSDARG00000005057	27292
ENSDARG00000070043	1615
ENSDARG00000013598	4049
ENSDARG00000010658	3638
ENSDARG00000043905	9604
ENSDARG00000109830	51460
ENSDARG00000104945	6620
ENSDARG00000045857	10153
ENSDARG00000052045	2687
ENSDARG00000077769	4435
ENSDARG00000016687	37
ENSDARG00000099631	54918
ENSDARG00000076501	55252
ENSDARG00000086453	81025
ENSDARG00000100653	163033
ENSDARG00000103607	126374
ENSDARG00000102372	10087
ENSDARG00000018738	9183
ENSDARG00000094832	2162
ENSDARG00000060390	51765
ENSDARG00000041870	26160
ENSDARG00000052361	3600
ENSDARG00000008790	57180
ENSDARG00000105728	163033
ENSDARG00000029069	7136
ENSDARG00000088023	23601
ENSDARG00000074947	254228
ENSDARG00000041702	222546
ENSDARG00000102381	80736
ENSDARG00000035986	5771
ENSDARG00000039881	57214
ENSDARG00000069671	79568
ENSDARG00000033376	131474
ENSDARG00000005870	27249
ENSDARG00000028396	2289
ENSDARG00000087333	60592
ENSDARG00000028614	56180
ENSDARG00000104949	376497
ENSDARG00000069834	8228
ENSDARG00000054152	4829
ENSDARG00000071658	7532
ENSDARG00000059553	8189
ENSDARG00000059459	388969
ENSDARG00000042815	285016
ENSDARG00000007092	56949
ENSDARG00000012609	56547
ENSDARG00000099908	51537
ENSDARG00000078676	745
ENSDARG00000024598	57594
ENSDARG00000009544	1364
ENSDARG00000056394	146691
ENSDARG00000096689	163033
ENSDARG00000039626	4900
ENSDARG00000059028	402055
ENSDARG00000087839	163033
ENSDARG00000039754	7508
ENSDARG00000007523	55904
ENSDARG00000062812	2744
ENSDARG00000102715	10090
ENSDARG00000007950	22801
ENSDARG00000041141	1411
ENSDARG00000078683	9604
ENSDARG00000028148	5076
ENSDARG00000076472	728361
ENSDARG00000076472	55311
ENSDARG00000076472	342933
ENSDARG00000076472	649137
ENSDARG00000076472	79149
ENSDARG00000041006	6484
ENSDARG00000001210	120534
ENSDARG00000006456	5157
ENSDARG00000055344	4285
ENSDARG00000007323	128866
ENSDARG00000020952	10004
ENSDARG00000070832	54861
ENSDARG00000007184	7704
ENSDARG00000020607	55831
ENSDARG00000104848	54901
ENSDARG00000043185	4298
ENSDARG00000061774	729458
ENSDARG00000061774	85509
ENSDARG00000061774	53615
ENSDARG00000034823	26958
ENSDARG00000039052	131377
ENSDARG00000055493	3090
ENSDARG00000060638	64084
ENSDARG00000069208	8417
ENSDARG00000037256	80333
ENSDARG00000051718	3010
ENSDARG00000045586	94033
ENSDARG00000058082	79444
ENSDARG00000099933	5464
ENSDARG00000079183	6649
ENSDARG00000045373	100529063
ENSDARG00000045373	8106
ENSDARG00000053082	63892
ENSDARG00000101669	255520
ENSDARG00000074582	64096
ENSDARG00000079985	83714
ENSDARG00000031560	6732
ENSDARG00000040984	6782
ENSDARG00000060093	1612
ENSDARG00000004870	5663
ENSDARG00000042880	259197
ENSDARG00000056549	9559
ENSDARG00000056874	129530
ENSDARG00000056874	254773
ENSDARG00000053110	5570
ENSDARG00000114931	58489
ENSDARG00000015662	84647
ENSDARG00000023188	3936
ENSDARG00000060068	283742
ENSDARG00000055070	119032
ENSDARG00000040705	2744
ENSDARG00000028517	26959
ENSDARG00000045687	29951
ENSDARG00000111946	5623
ENSDARG00000099396	11030
ENSDARG00000009217	146691
ENSDARG00000028000	5214
ENSDARG00000056690	8776
ENSDARG00000038729	170591
ENSDARG00000036704	129787
ENSDARG00000077988	89845
ENSDARG00000100876	124925
ENSDARG00000078355	23211
ENSDARG00000089124	3049
ENSDARG00000037261	4507
ENSDARG00000070644	79183
ENSDARG00000062263	55114
ENSDARG00000013979	80762
ENSDARG00000096992	3010
ENSDARG00000056924	79595
ENSDARG00000056964	3611
ENSDARG00000060006	23327
ENSDARG00000035193	153643
ENSDARG00000079994	11214
ENSDARG00000078416	9839
ENSDARG00000052142	91
ENSDARG00000063419	60625
ENSDARG00000105225	79047
ENSDARG00000077489	57497
ENSDARG00000105018	55222
ENSDARG00000110240	65987
ENSDARG00000008140	7881
ENSDARG00000100409	819
ENSDARG00000077228	4916
ENSDARG00000087779	9933
ENSDARG00000106529	1854
ENSDARG00000038894	54495
ENSDARG00000092923	85329
ENSDARG00000092350	2678
ENSDARG00000092350	728226
ENSDARG00000042840	2009
ENSDARG00000057025	1135
ENSDARG00000056483	170463
ENSDARG00000042045	10362
ENSDARG00000101891	8289
ENSDARG00000014139	6731
ENSDARG00000044544	22977
ENSDARG00000044544	8574
ENSDARG00000079945	56169
ENSDARG00000045893	79047
ENSDARG00000070454	81579
ENSDARG00000041083	206338
ENSDARG00000100296	9867
ENSDARG00000100296	64219
ENSDARG00000063095	1514
ENSDARG00000016345	57727
ENSDARG00000097630	401466
ENSDARG00000095901	80781
ENSDARG00000068261	5627
ENSDARG00000042816	4318
ENSDARG00000077654	2918
ENSDARG00000110781	5551
ENSDARG00000069888	1364
